business_name,category,location,description_words,description_chars,quality_bucket,phone,address
"Lummy Travels and Tours Ltd","Travel","Ibadan","34","204","thin","0703 421 4345, 0701 303 0963","10, Agboola Complex Adex Bus Stop, Beside Polarise Bank Monatan Iwo Road, Ibadan, Oyo State"
"Mate Travel Agency","Travel","Ibadan","25","178","thin","0704 055 8089, 0807 579 1176","2nd Floor, Jebode Market, Shopping Complex Olagun- Egbeda, Ibadan, Oyo State, Nigeria"
"Moment Continental Travels","Travel","Ibadan","15","106","very_thin","0812 972 0808","5, North Close, Opp. RCCG Jesus Heritage, Off 7up Road,  Olubadan Avenue, Oluyole Estate, Ibadan, Oyo"
"Rich Global Travels","Travel","Ibadan","37","255","thin","0803 344 8292, 0817 205 4000","34a Ladoke Akintola Avenue, New Bodija, lbadan, Oyo Nigeria"
"Citadel Oracle","Computers","Ibadan","17","109","very_thin","0803 334 2081","72 Adekunle Fajuyi Road, Ibadan, Oyo state"
"CloudWare Technologies","Computers","Ibadan","28","243","thin","0805 225 7405, 0817 909 2255","Top Floor CloudWare Technologies Complex Awolowo Junction (between GTbank and UBA), Bodija Ibadan, Oyo Nigeria"
"Compuworks","Computers","Ibadan","21","163","very_thin","8082288406","Ibadan, Nigeria, Ibadan, Oyo"
"Emmakulate Systems Solutions","Computers","Ibadan","30","229","thin","0803 302 0159, 02 291 2168","138, SPAACO Building, Liberty Road, Oke-Ado, Ibadan, Oyo State, Nigeria"
"Idea Konsult Limited","Computers","Ibadan","18","127","very_thin","0802 344 8964, 0803 326 5543","189A, Fajuyi Road, Adamasingba, Ibadan, Oyo State, Nigeria"
"New Horizons Nigeria","Computers","Ibadan","14","97","very_thin","0812 748 5739, 0812 269 0468, 0812 269 0455","66 Fajuyi Road, Remilekun Place, Idi-oro Junction, Dugbe Road, Ibadan, Oyo State"
"SLOT Ibadan","Computers","Ibadan","18","134","very_thin","0906 208 3624, 0906 208 3647","No, 121 Iwo Road, Abayomi Busstop, Simisola House, Ibadan, Oyo State, Nigeria"
"Inkio Web Solutions","Computers","Ibadan","20","138","very_thin","0813 190 6907","200132, Ibadan, Ibadan, Oyo"
"Ranadex Studio","Computers","Ibadan","38","247","thin","0907 311 6663, 0808 772 7347, 0808 808 1163","Nw5/588,Odeoolo area, nalende,, Mokola, Ibadan, Oyo state"
"Apple of Gold Creatives","Computers","Ibadan","34","254","thin","0806 830 1529","Suite 27, Adom Plaza, UI Road, Ibadan, Oyo"
"Dantee Technologies","Computers","Ibadan","33","254","thin","0703 750 0991","Baysal Plaza, Opposite MKO Abiola House, Queen Cinema, Ibadan, Oyo State, Nigeria"
"Deejoft Consults","Computers","Ibadan","23","170","very_thin","0813 060 0192","No 68, Iwo Road Opposite Ibadan North East Secretariat, Ibadan, Oyo State Nigeria"
"EarnIT Technologies","Computers","Ibadan","27","210","thin","0802 495 1518","3, Oyinlola Avenue, Opposite Anfani Roundabout, Off Ring Road, Challenge, Ibadan, Oyo"
"EduLight Consulting","Computers","Ibadan","27","162","thin","0803 344 3078","1st floor Leventis Building Lebanon Street Dugbe, Ibadan, Oyo"
"Ejitech Computers","Computers","Ibadan","13","113","very_thin","0806 868 9347","NW 325A Ekotedo Fajuyi Street, Queen Cinema, Ibadan, Oyo State, Nigeria"
"Equine Nigeria Technologies","Computers","Ibadan","26","179","thin","0813 549 2497","4, Papa Olorunsogo Polytechnic Road Apete, Ibadan, Oyo"
"Fortranets Technology","Computers","Ibadan","22","120","very_thin","0813 835 8981","Alawaye, olohunsogo, Ibadan, Oyo State Nigeria"
"Franco Technologies","Computers","Ibadan","30","217","thin","0813 218 5887","No 48 opposite Sango Cemetery, old Oyo Road Sango, Ibadan, Oyo State"
"GIS Konsults Ltd","Computers","Ibadan","23","177","very_thin","0803 808 9097","42, Kenneth Dike Way, Bodija, Ibadan, Oyo State, Nigeria"
"Glorious Leadway Computers","Computers","Ibadan","27","229","thin","07031850357, 08054545614, 07088558402","No.17,TANFEANI STREET OFF G&P Bus Stop Moniya, Ibadan, Oyo"
"Infinity System Expert","Computers","Ibadan","26","169","thin","0806 648 1361, 0907189 0254","P215,powa shopping complex, Sango Ibadan, Oyo State Nigeria"
"Iteration Technologies","Computers","Ibadan","30","209","thin","0806 850 6972","No 61, Interfem Building, Sango Poly Road, Ibadan, Oyo State"
"J&C Technology","Computers","Ibadan","34","255","thin","0803 241 3678","Area 5 Preboye's World, Behind UI Shopping Complex, Bodija Market Road, Ibadan, Oyo State Nigeria"
"Jmat Computer Service","Computers","Ibadan","24","165","very_thin","0813 822 4712, 0818 376 8786","Road 6 Behind Foursquare Way Bembo, Apata Ibadan, Oyo State Nigera"
"Nairawebs Design Limited","Computers","Ibadan","20","148","very_thin","0703 240 6158, 0818 891 0889","Femi Fajobi Street, Boroboro Area, Ibadan, Oyo State, Nigeria"
"Oluworld Computer Links","Computers","Ibadan","23","184","very_thin","0805 924 2649, 0808 849 6018","No 6 Adeoye Street Agbowo Expres Way UI, Ibadan, Oyo State, Nigeria"
"SolutionsNg","Computers","Ibadan","38","248","thin","08143355825, 08119834918","Road 3,Ajila off Elebu Oja Road, Ibadan, Oyo State"
"Techtrace Global Solution Enterprise","Computers","Ibadan","21","167","very_thin","0813 523 5891, 0803 098 7578, 0816 768 4594","Freedom House General gas Akobo road, Ibadan, Oyo State, Nigeria"
"The Tap Of Grace Media House","Computers","Ibadan","21","117","very_thin","0807 921 9165","14, Alaro Street Sango, Ibadan, Oyo"
"YEMIPIDAN & CO","Computers","Ibadan","41","237","thin","0810 402 2323, 0705 597 1093","11 Duku Close, Off Jure Arasi, Orogun Ibadan, Oyo State Nigeria"
"Farmpays","Agriculture","Ibadan","16","98","very_thin","0810 845 2311","21  Oluana Street Akingbile Akinyele local Goverment,, Ibadan, Oyo"
"Avant Tecno Nigeria","Agriculture","Ibadan","24","208","very_thin","+234 816 871 5580","Bayse One Plaza, Adeoyo Roundabout, Ring Road, Ibadan, Oyo State"
"Bnot Harel Ltd","Agriculture","Ibadan","30","236","thin","0705 159 0019, 0705 159 0003, 0705 159 0004","1, J.k. Close,14th Avenue, Oluyole Estate, Ring Road, Ibadan, Oyo State"
"Caps Feed Limited","Agriculture","Ibadan","20","139","very_thin","0803 350 6514, 0803 324 4318, 0815 096 5928","Capsfeed Building, Olaogun Bus Stop, Old Ife Road, Ibadan, Oyo State, Nigeria"
"City Farmers Scheme","Agriculture","Ibadan","30","221","thin","0706 722 4010","Kilometer 110, Abeokuta Road, Off Alalubosa GRA, Ibadan, Oyo Nigeria"
"Dizengoff West Africa","Agriculture","Ibadan","16","128","very_thin","0702 551 6300, 0803 402 3727","Technical Centre, Iwo Road, Ibadan, Oyo State, Nigeria"
"Jubaili Agrotec Limited","Agriculture","Ibadan","22","169","very_thin","0812 860 0062, 0812 860 0011","9 Magazine Road, Jericho Ibadan, Oyo Nigeria"
"F and V Agro Services","Agriculture","Ibadan","42","250","thin","0703 799 7601, 0806 952 5542","No 5 Ireakari Soka Ibadan, Ibadan, Oyo"
"Saro Agrosciences Limited","Agriculture","Ibadan","20","159","very_thin","0807 749 4225","Plot6-8, Block F, off Town Planning Way, Oluyole Industrial Estate, Ibadan, Oyo State Nigeria"
"Smakmus Agro-Chemical Enterprises","Agriculture","Ibadan","20","163","very_thin","0805 744 3238, 081 2301 7366, 0805 744 3238","Shop 10, Old National Bank Building, Ogunpa, Ibadan, Oyo State"
"Ab Top Agro Allied Services","Agriculture","Ibadan","25","156","thin","0803 379 8747","F. Abel Shopping Complex Iwo Road, Ibadan North, Oyo State, Nigeria"
"Agbekoya Farmers Association","Agriculture","Ibadan","24","173","very_thin","0812 969 4816","Dynapha135 Samsung House, Opposite Oando Servise Station, Mokola Ibadan, Oyo Nigeria"
"Agrodata","Agriculture","Ibadan","13","108","very_thin","0909 888 1127","30, Old Lagos Road, Nigerwest, Ibadan, Oyo Nigeria"
"Alcotoses Integrated Resources Ltd","Agriculture","Ibadan","20","155","very_thin","0818 934 9647","12, Onireke street,, Ibadan, Oyo"
"Ambassador Agro Ltd","Agriculture","Ibadan","17","120","very_thin","0803 373 9892","Former Ibtc Building, Ogunpa Road, Oyo, Ibadan, Nigeria"
"Belfarms Integrated Services","Agriculture","Ibadan","33","240","thin","0909 117 8049","Ilaju Village, Ido Local Govt Ilaju-Eruwa/Ibadan Road, Ibadan, Oyo State"
"Co-operative Supply Association Limited","Agriculture","Ibadan","17","130","very_thin","0803 472 3839","129 Railway siding, Magazine Road, Dugbe, Ibadan, Oyo state"
"Everything Propagule Enterprise","Agriculture","Ibadan","19","134","very_thin","0703 751 8401","Abedo phase 1, road 9, along old Oyo road, Moniya, Ibadan, Oyo"
"FarmKonnect Nigeria","Agriculture","Ibadan","19","146","very_thin","0905 910 2364, 01 888 8306, 0909 172 5407","69, Ashi Road, Ashi Bodija, Ibadan, Oyo Nigeria"
"Fehmat Global Enterprises","Agriculture","Ibadan","17","123","very_thin","0813 963 0349","Block CTechnology incubation center Samonda, beside scripture union, Ibadan, Oyo"
"Gracevine Agribusiness Limited","Agriculture","Ibadan","17","123","very_thin","0808 480 4481","Arikewuyo Street, Road 5, Moniya, Ibadan, Nigeria"
"Hiaiw farms","Agriculture","Ibadan","34","247","thin","0904 666 4887, 0811 567 8602","Hiaiw Farms Alako, Ido Local Government, Ibadan, Oyo"
"Jeddydams Farm Agro Allied Services","Agriculture","Ibadan","20","146","very_thin","0706 718 7199, 0902 994 6517","Wire and cable Apata, Ibadan, Oyo state"
"SB Agrovital Ltd","Agriculture","Ibadan","18","130","very_thin","0908 571 4200, 0813 973 6757, 0808 598 0000","Ist Floor Kollongton Plaza, Obafemi Awolowo Way, Ibadan, Oyo State"
"Sedulus Farms Nig Limited","Agriculture","Ibadan","24","165","very_thin","0812 075 7274, 0816 489 1409, 0805 776 1905","Km.47, Ibadan/Iseyin Express Road Moniya, Ibadan, Oyo State"
"Seyi Adeleke Farm","Agriculture","Ibadan","18","121","very_thin","0908 274 2259","First Floor Suite 2 Ile Itesiwaju Building Along Oba Adebimpe Road, Dugbe Ibadan, Oyo  Nigeria"
"Tracs N Crawlers Global Limited","Agriculture","Ibadan","30","217","thin","0812 519 3014","Klm 133, Caterpillar bus stop, Ibadan/Lagos expressway, Ibadan, Oyo State Nigeria"
"Transville Agro","Agriculture","Ibadan","33","230","thin","0903 374 0382, 0901 499 7249","Office 1,Sosefik Place, Popo Bus Stop (Opposite Alao Akala Way) Akobo Ojunrin Road, Ibadan, Oyo"
"Ajayi Crowther University","Education","Ibadan","20","146","very_thin","+234 816 270 7728","Ibadan North, Oyo State, Nigeria"
"Centre for Petroleum, Energy Economics & Law","Education","Ibadan","39","250","thin","0810 327 9807, 0902 830 9734","7, Parry Road University of Ibadan, Ibadan, Oyo State Nigeria"
"Federal College of Education","Education","Ibadan","26","179","thin","0703 431 4543","Main Campus, Federal College of Education (Special), Oyo State, Nigeria"
"Ibadan City Polytechnic","Education","Ibadan","35","233","thin","0708 459 3012","Alakia-Isebo / Iyana Church Road, Ibadan, Oyo State, Nigeria"
"Ibadan International School","Education","Ibadan","33","271","thin","0705 558 3807, 0704 550 4377","24 Jibowu Crescent, Iyaganku, Oyo Nigeria"
"Joint Admissions Matriculation Board","Education","Ibadan","25","190","thin","0816 633 5513, 0812 365 8955","JAMB Zonal Office Quarters 845, Agodi G.R.A. Opposite Ikoloba Grammar School, Agodi, Ibadan, Oyo State, Nigeria"
"Nigerian Institute of Science Laboratory Tech.","Education","Ibadan","32","255","thin","0806 211 7814, 0803 078 7747, 0802 299 4686","National Secretariat, Sango /UI Road, Samonda, Ibadan, Oyo State"
"NYSC Secretariat","Education","Ibadan","20","123","very_thin","0813 302 3174, 0803 787 1606, 0803 075 9352","Former 2, Mech. Drive P.M.B 5500, Off Ring Road, Ibadan, Oyo State, Nigeria"
"Saints Peter and Paul Catholic Major Seminary","Education","Ibadan","24","139","very_thin","02 810 0834, 02 810 0265, 02 810 0105","Bodija Road, Ibadan, Oyo State, Nigeria"
"West Africa Examination Council Zonal Office","Education","Ibadan","26","189","thin","02 810 4370, 02 810 1058, 0803 616 7394","1/3 Akintoye Adesina Way, Ijokodo, Ibadan, Oyo State, Nigeria"
"Claret Theologate Elerunmoke Ibadan","Education","Ibadan","23","155","very_thin","","Badeku Road, Agudu, Ibadan, Oyo State, Nigeria"
"Esther Oshikoya CBT Centre","Education","Ibadan","25","160","thin","0703 189 6027, 0813 023 7922","Sango Eleyele Road, Arometa Meta Bus Stop, Opposite NMPC Filing Station, Arometa Ibadan, Oyo state, Nigeria"
"Fashioned and Made for Excellence Foundation","Education","Ibadan","38","264","thin","7036559678","23, W. O. Lawal Street, Behind Lister Building, Ring Road, Ibadan, Oyo State"
"Hopewell Academy","Education","Ibadan","28","187","thin","0703 017 2319","No 4 Elekunkun Street, Ajeigbe, Off Ring Road, Ibadan, Oyo State, Nigeria"
"Ileemore","Education","Ibadan","21","132","very_thin","0908 214 2700","Zik/Indy Mini-market, Beside Nnamdi Azikiwe Hall, University of Ibadan, Oyo, Ibadan"
"PLAN Health Advocacy & Dev. Foundation","Health","Ibadan","21","145","very_thin","0803 719 0628","No. 5, Oyo Road, Opposite Oba Akinbiyi High School, Beside First Royal Filling Station,, Oremeji-Mokola Ibadan, Oyo Nigeria"
"A&A Elderly Care","Health","Ibadan","39","243","thin","0806 319 8088, 0805 413 9920","No. 63, MKO Abiola Way, Duraclean building, Ring Road, Ibadan, Oyo State Nigeria"
"Daddy G's Multipurpose Concepts","Health","Ibadan","25","180","thin","0803 484 9364","New Bodija, Ibadan, Oyo State, Nigeria"
"Daidco Global Limited","Health","Ibadan","30","202","thin","0909 146 7470","SW 9/10 90A Off Adeoyo, Ring Road, Ibadan, Oyo Nigeria"
"Eagles Health & Development Initiative","Health","Ibadan","23","179","very_thin","0906 155 9178, 0802 350 4180","Block F, Suite 36 /37 Oyo State Permanent Trade Fair Complex, Sango Ibadan, Oyo Nigeria"
"Irabor Mark","Health","Ibadan","25","143","thin","0802 334 2859","Plot 16 Providence Estate Eleyele Ibadan, P.O.Box 14075 U.I. Post Office, Ibadan, Oyo"
"Medical Practitioners Ltd","Health","Ibadan","18","131","very_thin","0812 945 8349, 0815 396 9536","Mokola Round-About, Ibadan, Oyo State, Nigeria"
"Neolife Supplements","Health","Ibadan","10","74","very_thin","0806 859 5542","No8,Oladimeji street,Veterinary bus stop, Mokola, Ibadan, Oyo"
"PIPO Global Caregivers","Health","Ibadan","18","120","very_thin","0706 972 9771","3, Deeper Life Street, Barika, Ibadan, Oyo State"
"Rescue Team Nigeria Ambulance","Health","Ibadan","23","163","very_thin","0703 464 0202, 0812 574 0204, 0803 326 9090","Emergency Rescue Information Control Centre, Ministry of Works & Transport Building, Agodi, Ibadan, Oyo"
"EZ37 Solutions Limited","Employment","Ibadan","13","95","very_thin","0817 697 6066, 0813 398 3603","No 53, Oyo Road, Goodwill House, Ibadan, Oyo State, Nigeria"
"Strategic Outsourcing Limited","Employment","Ibadan","31","216","thin","0809 615 0000, 0701 012 6408","84, Emmanuel Alayande Street, 1st Floor Samsung Store, Opp UBA Iwo Road, Ibadan, Oyo Nigeria"
"Trupurpose Job Shop","Employment","Ibadan","30","198","thin","0817 189 9929, 0803 323 4172, 0807 746 1137","No 28 Adebajo Street, Kongi Layout, New Bodija, Ibadan, Oyo State, Nigeria"
"Xuriel Resources Limited","Employment","Ibadan","24","196","very_thin","0706 869 0089, 0916 447 8584, 0808 847 5840","50, Ondo Street, Osuntokun Avenue, Old-Bodija Ibadan, Oyo State"
"City Links Employment Bureau","Employment","Ibadan","28","183","thin","0809 259 0390, 0703 067 9507","3rd floor, Lister Building, Ring road, Ibadan, Oyo state"
"Emilimited.org","Employment","Ibadan","28","224","thin","0806 701 1998, 0802 629 8959","Along lwo Road, lbadan, Oyo Nigeria"
"H&b concepts","Employment","Ibadan","28","155","thin","0813 806 0644, 0705 366 9597","K.k Bustop Along Lagos/ibadan Express Way Decking Building, Ibadan, Oyo State Nigeria"
"Jobruns.com","Employment","Ibadan","18","151","very_thin","","No 6/7 Aluko Street, Ibadan, Oyo State, Nigeria"
"Knowledgepool Consulting Limited","Employment","Ibadan","20","152","very_thin","0902 850 4654, 0803 110 8224, 0913 114 5602","3rd Floor, Premium House, Opposite Evans Publishers, Magazine Road, Jericho, lbadan, Oyo Nigeria"
"Leading Edge Global Resources","Employment","Ibadan","19","129","very_thin","0805 612 9314, 0803 728 2718","No 59 Ondo Street Old Bodija, Ibadan, Oyo State Nigeria"
"Real Impact Concept","Employment","Ibadan","24","160","very_thin","0802 931 3419, 0810 237 0838","Suite 34 Behind Tantalizers Iwo Road, Ibadan, Oyo Nigeria"
"Soar Enterprise","Employment","Ibadan","23","182","very_thin","0803 419 6093","Middle Floor, Office 19, Sunazco Plaza, Oke Ado, lbadan, Oyo Nigeria"
"Turboreal International Recruitment Services Ltd","Employment","Ibadan","23","199","very_thin","0802 509 8018, 0802 933 1294","No.2, Adegboyega Cresent, Near Oando Petrol Station,Poly Eleyele Rd, lbadan, Oyo Nigeria"
"BCOS TV Station","News and Media","Ibadan","24","171","very_thin","0803 561 0142, 0802 307 3636","Ile-Akede, Orita- Basorun, Ibadan, Oyo State, Nigeria"
"FocusNigeria","News and Media","Ibadan","12","92","very_thin","","Imalefalafia Street, Oke-Ado, Ibadan, Oyo State"
"Lagelu 96.3FM","News and Media","Ibadan","27","178","thin","0805 699 8717, 0809 963 6963, 0903 000 1963","White House Building, Oba Abimbila Way, Felele Ibadan, Oyo State Nigeria"
"Nigerian Tribune","News and Media","Ibadan","27","196","thin","0805 506 9379, 0802 320 8378, 0806 864 0812","Tribune House, Imalefalafia Street, Oke-Ado Ibadan, Oyo State"
"Radio Nigeria Ibadan","News and Media","Ibadan","19","135","very_thin","02 240 0660, 02 240 0661, 02 240 0662","Broadcasting House, No, 1 Oba Adebimpe Road, Dugbe, Oyo State"
"Splash FM 105.5","News and Media","Ibadan","23","147","very_thin","0805 699 8717","White House, Oba Abimbola Oluwo Road, Felele, Ibadan, Oyo State Nigeria"
"The Beat 97.9FM","News and Media","Ibadan","32","190","thin","0805 222 9007, 02 628 0101, 02 628 0102","49, Ondo Street, Off Osuntokun Avenue, Old Bodija, Ibadan, Oyo State, Nigeria"
"Babsol Newspaper","News and Media","Ibadan","19","153","very_thin","0818 332 6794, 0803 220 5412","Dugbe, Ibadan, Oyo State, Nigeria"
"Diamond FM 101.1","News and Media","Ibadan","31","179","thin","0803 355 6687","The Media Centre, Atiba Road, University of Ibadan, Ibadan, Oyo State Nigeria"
"ForeTVHub","News and Media","Ibadan","24","176","very_thin","08182384193, +44 776 934 5292,  +44 208 158 5552","11 illaro street, old Bodija, Ibadan, Oyo"
"Petals FM 102.3","News and Media","Ibadan","35","206","thin","0905 608 0477","11 Obe Street Kongi, New Bodija Ibadan, Oyo State Nigeria"
"Space FM 90.1","News and Media","Ibadan","20","138","very_thin","0704 633 3577, 0903 553 8293, 0903 800 7224","136 Liberty Road, Ibadan, Oyo State Nigeria"
"Sunny Online News","News and Media","Ibadan","18","130","very_thin","0802 311 5303","Ibadan Airport Area, Ibadan, Oyo"
"Oyo State Government","Government","Ibadan","14","82","very_thin","02 810 2934, 02 105 660, 0809 178 4535","Oyo State Government Secretariat, Agodi, Ibadan, Oyo State, Nigeria"
