business_name,phone,address,location,category,description
Dantee Technologies,0703 750 0991,"Baysal Plaza, Opposite MKO Abiola House, Queen Cinema, Ibadan, Oyo State, Nigeria",Ibadan,Computers,"Dantee Technologies is a registered ICT engineering company based in Ibadan. We offer both computer and electrical engineering services such as rural electrification, electrical wiring, electrical installation, computer maintenance and sales of computer."
Deejoft Consults,0813 060 0192,"No 68, Iwo Road Opposite Ibadan North East Secretariat, Ibadan, Oyo State Nigeria",Ibadan,Computers,"Deejoft Consults services covers 3D animation for business products and services such as graphics design, motion graphics, whiteboard animation, video editing and others."
EarnIT Technologies,0802 495 1518,"3, Oyinlola Avenue, Opposite Anfani Roundabout, Off Ring Road, Challenge, Ibadan, Oyo",Ibadan,Computers,"EarnIT Technologies is an IT-firm currently based in Ibadan city. We are into various ICT Services:ComputerHardware/Networking, website development, web Hosting & domain, payment gateway integration and others."
EduLight Consulting,0803 344 3078,"1st floor Leventis Building Lebanon Street Dugbe, Ibadan, Oyo",Ibadan,Computers,We are committed to providing you and your company with the best innovative and efficient I.T services such as website design & development and other IT services.
Ejitech Computers,0806 868 9347,"NW 325A Ekotedo Fajuyi Street, Queen Cinema, Ibadan, Oyo State, Nigeria",Ibadan,Computers,"EjitechComputersprovides sales of computer, computer repairs and accessories and also offers apprentice training."
Equine Nigeria Technologies,0813 549 2497,"4, Papa Olorunsogo Polytechnic Road Apete, Ibadan, Oyo",Ibadan,Computers,Equine Nigeria Technologies provide modern point of sale setup for various businesses with reliable Hardwares and robust software. We provide both online and offline based setups.
Fortranets Technology,0813 835 8981,"Alawaye, olohunsogo, Ibadan, Oyo State Nigeria",Ibadan,Computers,"We are one of the best web design and development company in Nigeria We design mobile apps for IOS, Android and windows."
Franco Technologies,0813 218 5887,"No 48 opposite Sango Cemetery, old Oyo Road Sango, Ibadan, Oyo State",Ibadan,Computers,"Franco Technologies is an IT firm established in Ibadan. We render both hardware and software services such as software development, website development, mobile application, laptop sales and repair, digital marketing."
GIS Konsults Ltd,0803 808 9097,"42, Kenneth Dike Way, Bodija, Ibadan, Oyo State, Nigeria",Ibadan,Computers,"GIS Konsults Ltd is an information technology company offering services on spatial analysis, data processing, remote sensing, systems development, mapping training and research."
Glorious Leadway Computers,"07031850357, 08054545614, 07088558402","No.17,TANFEANI STREET OFF G&P Bus Stop Moniya, Ibadan, Oyo",Ibadan,Computers,"Glorious offer computer training services on various courses, we expose students to lucrative, genuine and legitimate online business opportunities, with practicals.=lamination, photocopies, printing and typesetting of documents."
Infinity System Expert,"0806 648 1361, 0907189 0254","P215,powa shopping complex, Sango Ibadan, Oyo State Nigeria",Ibadan,Computers,"Infinity System ExpertSales and supply of laptop new and first class UK use laptop, gaming systems for graphic designer , Mabook ,networking installations and many more."
Iteration Technologies,0806 850 6972,"No 61, Interfem Building, Sango Poly Road, Ibadan, Oyo State",Ibadan,Computers,"We are a technology company. We develop and install solutions, apps, websites, installation of CCTV, Home Lifts, elevators and electrical home equipments at affordable rates. You can also checkout smartretail."
J&C Technology,0803 241 3678,"Area 5 Preboye's World, Behind UI Shopping Complex, Bodija Market Road, Ibadan, Oyo State Nigeria",Ibadan,Computers,"J&C Tech are focused on providing sales & services of computer systems (laptops/desktops), internet computers networking, web design & hosting, hardwares & softwares engineering, solar, inverters installations, IP CCTV, OBD automobile, training & support."
Jmat Computer Service,"0813 822 4712, 0818 376 8786","Road 6 Behind Foursquare Way Bembo, Apata Ibadan, Oyo State Nigera",Ibadan,Computers,"We are an I.T solutions provider. We are in to the following services computer centre, business centre, website developer, website design, photocopy and typesetting."
Nairawebs Design Limited,"0703 240 6158, 0818 891 0889","Femi Fajobi Street, Boroboro Area, Ibadan, Oyo State, Nigeria",Ibadan,Computers,"Nairawebs Design Limited is an indigenous firm dedicated to website designing, cheap web hosting, domain registration and web templates development."
Oluworld Computer Links,"0805 924 2649, 0808 849 6018","No 6 Adeoye Street Agbowo Expres Way UI, Ibadan, Oyo State, Nigeria",Ibadan,Computers,"OluworldComputerLinks offers services in Laptop & desktop repair, engineering training, computer training, accessories of laptop computers, online registration, bulk sms and lots more."
SolutionsNg,"08143355825, 08119834918","Road 3,Ajila off Elebu Oja Road, Ibadan, Oyo State",Ibadan,Computers,SolutionsNg is a young vibrant company with the aim of giving start up small and medium scale enterprises maximum awareness in the digital space through digital marketing. We provide digital marketing services for small and medium scale businesses.
Techtrace Global Solution Enterprise,"0813 523 5891, 0803 098 7578, 0816 768 4594","Freedom House General gas Akobo road, Ibadan, Oyo State, Nigeria",Ibadan,Computers,"Softwareand hardware solution provider, development of mobile apps, web apps, integrations and distribution of POS apps, security cameras, networking and installation."
The Tap Of Grace Media House,0807 921 9165,"14, Alaro Street Sango, Ibadan, Oyo",Ibadan,Computers,The Tap Of Grace Media House is a registered company that is into ICT and multimedia services and product in Nigeria.
YEMIPIDAN & CO,"0810 402 2323, 0705 597 1093","11 Duku Close, Off Jure Arasi, Orogun Ibadan, Oyo State Nigeria",Ibadan,Computers,"We are Oyo state based procurement, sales & ICT service company. We manage each project and treat each client in a way that builds trust and lasting business relationship. We succeed and grow only when your projects succeed in our hands."
Farmpays,0810 845 2311,"21  Oluana Street Akingbile Akinyele local Goverment,, Ibadan, Oyo",Ibadan,Agriculture,Farmpays is a Nigerian one-stop online store for all agriculture inputs and products of all kinds.
Avant Tecno Nigeria,+234 816 871 5580,"Bayse One Plaza, Adeoyo Roundabout, Ring Road, Ibadan, Oyo State",Ibadan,Agriculture,"Distributors of Avant compact loaders attachments for agricultural, construction, forestry, digging, demolition, landscaping, groundcare, cleaning & general handling including fork lifts and access platforms."
Bnot Harel Ltd,"0705 159 0019, 0705 159 0003, 0705 159 0004","1, J.k. Close,14th Avenue, Oluyole Estate, Ring Road, Ibadan, Oyo State",Ibadan,Agriculture,"Bnot Harel Ltd provides agricultural integrated solutions in the fields of poultry, fishery, cattle, vegetables, plantation and field crops and also agricultural equipment, livestock, feeds, irrigation systems, consulting and expertise."
Caps Feed Limited,"0803 350 6514, 0803 324 4318, 0815 096 5928","Capsfeed Building, Olaogun Bus Stop, Old Ife Road, Ibadan, Oyo State, Nigeria",Ibadan,Agriculture,"Caps Feed Limited is a leading solution provider on animal feed production, provision of durable imported scales and agro-allied equipment."
City Farmers Scheme,0706 722 4010,"Kilometer 110, Abeokuta Road, Off Alalubosa GRA, Ibadan, Oyo Nigeria",Ibadan,Agriculture,"City Farmers Scheme is an agricultural empowerment initiative of Netplat Nigeria that provides members with an access to agricultural development information, how to maximize gain and harness huge agricultural potentials."
Dizengoff West Africa,"0702 551 6300, 0803 402 3727","Technical Centre, Iwo Road, Ibadan, Oyo State, Nigeria",Ibadan,Agriculture,"Dizengoff West Africa is an agribusiness in Ibadan, providing sales of agricultural machinery, greenhouses,fertilizersand so on."
Jubaili Agrotec Limited,"0812 860 0062, 0812 860 0011","9 Magazine Road, Jericho Ibadan, Oyo Nigeria",Ibadan,Agriculture,"Jubaili Agrotec Limited offers services in production and sales of agrochemicals such as pesticides, fertilizers, insect growth regulator, fungicide, herbicide and more."
F and V Agro Services,"0703 799 7601, 0806 952 5542","No 5 Ireakari Soka Ibadan, Ibadan, Oyo",Ibadan,Agriculture,"F and V Agro Services is an agricultural consulting firm in Ibadan Oyo State Nigeria. We setup and manage farms for investor's, provide advisory services in agribusiness (crop and livestock) and also have our own farms where we sell our farm produce."
Saro Agrosciences Limited,0807 749 4225,"Plot6-8, Block F, off Town Planning Way, Oluyole Industrial Estate, Ibadan, Oyo State Nigeria",Ibadan,Agriculture,Saro Agrosciences offers premium agricultural products and expert farm sensitization services. Join us in enhancing productivity and sustainability in farming.
Smakmus Agro-Chemical Enterprises,"0805 744 3238, 081 2301 7366, 0805 744 3238","Shop 10, Old National Bank Building, Ogunpa, Ibadan, Oyo State",Ibadan,Agriculture,"Smakmus Agro-Chemical Enterprises is selling ago-chemical, seeds, sprayer (manual), automatic, battery, petrol sprayer and all other farm machines and fertilizers."
Ab Top Agro Allied Services,0803 379 8747,"F. Abel Shopping Complex Iwo Road, Ibadan North, Oyo State, Nigeria",Ibadan,Agriculture,"Ab Top Agro Allied Services are into the distribution of agro allied products like chemicals, poultry and livestock feeds of superior quality at low prices."
Agbekoya Farmers Association,0812 969 4816,"Dynapha135 Samsung House, Opposite Oando Servise Station, Mokola Ibadan, Oyo Nigeria",Ibadan,Agriculture,"Agbekoya Farmers Association was created to serve as platform where entrepreneurs can meet to  source for agricultural funds, discuss and review diverse agricultural issues."
Agrodata,0909 888 1127,"30, Old Lagos Road, Nigerwest, Ibadan, Oyo Nigeria",Ibadan,Agriculture,"Agrodata provides services in agricultural research, farm data mapping, and general agriculture development."
Alcotoses Integrated Resources Ltd,0818 934 9647,"12, Onireke street,, Ibadan, Oyo",Ibadan,Agriculture,"Alcotoses Integrated Resources Ltd is an integrated business involved in clothing chain stores, footwears, fashion and marketing and management consultancy"
Ambassador Agro Ltd,0803 373 9892,"Former Ibtc Building, Ogunpa Road, Oyo, Ibadan, Nigeria",Ibadan,Agriculture,"Ambassador Agro Limited is a business enterprise that deals on agricultural machinery, generator, tools and many others."
Belfarms Integrated Services,0909 117 8049,"Ilaju Village, Ido Local Govt Ilaju-Eruwa/Ibadan Road, Ibadan, Oyo State",Ibadan,Agriculture,"Belfarms Integrated Services produce Nafdac approved processed garri from cassava in large quantity within an healthy environment to customers within and outside Nigeria, likewise, plantain flour, garri flour and grit for livestock feeding."
Co-operative Supply Association Limited,0803 472 3839,"129 Railway siding, Magazine Road, Dugbe, Ibadan, Oyo state",Ibadan,Agriculture,Co-operative Supply Association Limited is an agro co-operative association offering sales of agro chemicals and grocery supplies.
Everything Propagule Enterprise,0703 751 8401,"Abedo phase 1, road 9, along old Oyo road, Moniya, Ibadan, Oyo",Ibadan,Agriculture,"Everything Propagule Enterprise is into the sale of farm inputs such as seeds, seedlings, suckers, agrochemicals and farm machineries."
FarmKonnect Nigeria,"0905 910 2364, 01 888 8306, 0909 172 5407","69, Ashi Road, Ashi Bodija, Ibadan, Oyo Nigeria",Ibadan,Agriculture,"FarmKonnect Nigeria provides services in agricultural investment and agribusiness in the areas of corporate farming, food security and production."
Fehmat Global Enterprises,0813 963 0349,"Block CTechnology incubation center Samonda, beside scripture union, Ibadan, Oyo",Ibadan,Agriculture,Fehmat Global Enterprises distributes organic Silan dates syrup a plant based natural sweetener made with natural sweetner.
Gracevine Agribusiness Limited,0808 480 4481,"Arikewuyo Street, Road 5, Moniya, Ibadan, Nigeria",Ibadan,Agriculture,Gracevine Agribusiness Limited is a dedicated food processing company that specializes on milling and packaging local rice.
Hiaiw farms,"0904 666 4887, 0811 567 8602","Hiaiw Farms Alako, Ido Local Government, Ibadan, Oyo",Ibadan,Agriculture,"Hiaiw Farms is a modern farm that incorporates modern Technics and experienced human resources for execution and production of various agricultural produce and livestock. We bring creativity, an entrepreneurial spirit and an unwavering commitment."
Jeddydams Farm Agro Allied Services,"0706 718 7199, 0902 994 6517","Wire and cable Apata, Ibadan, Oyo state",Ibadan,Agriculture,"Jeddydams Farm Agro Allied Services  is agriculture business, who deal with agric product basically poultry birds, agro chemical and consultation."
SB Agrovital Ltd,"0908 571 4200, 0813 973 6757, 0808 598 0000","Ist Floor Kollongton Plaza, Obafemi Awolowo Way, Ibadan, Oyo State",Ibadan,Agriculture,"SB Agrovital Ltd agriculture crop farming, yellow maize, soyabeans & yam plantation. Tomato plantation and value added processing."
Sedulus Farms Nig Limited,"0812 075 7274, 0816 489 1409, 0805 776 1905","Km.47, Ibadan/Iseyin Express Road Moniya, Ibadan, Oyo State",Ibadan,Agriculture,Sedulus Farms Nig Limited: treated dwarf hybrid plantain suckers with delivery to any destination In Nigeria .Our services includes:sale of plantain & banana sucker.
